Comment,Label,Language
সন্ত্রাসী বাহিনী,Negative,BANGLA
ওদের নিষিদ্ধ করা উচিত,Negative,BANGLA
সাদ্দাম ওর নেত্রীর মতো পালিয়েছে 🤣,Negative,BANGLA
সাদ্দাম মাল এখুন কই😅,Negative,BANGLA
পাতি নেতা এবং কোথায়,Negative,BANGLA
৭ মিনিটে মাল আউট করে দেয়া সেই মহিলা কই 😅😅😅😅😅,Negative,BANGLA
"পতিতালয় জন্ম নেওয়া সাদ্দাম হোসেন এখন কোথায়, কোথায় গেল  পতিতালয়ের  মুক্তিযোদ্ধা সন্তান ছাত্রলীগ  সভাপতি",Negative,BANGLA
আদু সাদ্দাম মাল তুমি এখন ভারত গিয়ে রিকশা চালিয়ে খাও,Negative,BANGLA
ছাত্রলীগ কোথায় যেন হারিয়ে গেছে!,Negative,BANGLA
পদধারী ছাত্রলীগের সব নেতাদের আটক করার জোর দাবি জানাচ্ছি,Negative,BANGLA
এই ছাত্রলীগের একটারও জন্মের ঠিক নাই,Negative,BANGLA
একেবারেই ঠিক,Positive,BANGLA
ভারতীয় পন্য বর্জন করুন,Positive,BANGLA
ভারতীয় আগ্রাসন থেকে বাংলাদেশকে মুক্ত করতে হবে,Positive,BANGLA
স্বৈরাচার নিপাত যাক বাংলাদেশ মুক্তি পাক,Positive,BANGLA
আমাদের মুতে ভেসে গেছে,Negative,BANGLA
কিরে সাদ্দাম মাদারের বাচ্চা কোথায় আছো,Negative,BANGLA
পাতি নেতাদের মুখ বেশি তাই তাদের পতন হয়েছে,Negative,BANGLA
এক কথায় সব শেষ,Positive,BANGLA
৫মিনিটে সে গায়েব হয়ে গেল কোথাই সেটাই বুঝতেছি না । ওরে ছাত্ররা খোঁজতেছে ফু টা নেওয়ার জন্য,Negative,BANGLA
বাঘের মত হুংকার দিয়ে শিয়ালের মত লেজ গুটিয়ে পালালো,Negative,BANGLA
রাজপথের রাজা দাবি করা ছাত্রলীগ কে আজ রাজপথের ফকির হিসাবেও পাওয়া যায় না।,Negative,BANGLA
লেডিস নেতা সাদ্দাম,Negative,BANGLA
ওদের ফু... ফুরিয়ে গেছে😁😁,Negative,BANGLA
আদু সাদ্দাম বোরকা পরে পালাইছে,Negative,BANGLA
"দলে দলে ছাত্রলীগ ধর,
ধরে ধরে জবাই কর",Negative,BANGLA
সাদ্দাম তো ফুঁ দিয়ে নিজেই উড়ে গেল!,Negative,BANGLA
কই তারা এখন,Negative,BANGLA
ইমরান সরকার কই😁,Negative,BANGLA
আল্লাহ ছার দেন ছেড়ে দেন না এটাই আল্লাহর বিচার,Positive,BANGLA
ঐ সব সাদ্দাম আওমিলীলগের নেতারা ইঁদুরের গর্তের ভিতরে ভিতরে লুকিয়ে লুকিয়ে আছে,Negative,BANGLA
এই শিক্ষার্থীদের কে আমরা কোনদিনও ভুলব না,Positive,BANGLA
"ভারত ও আওয়ামী লীগ মুক্ত বাংলাদেশ হবে ইনশাআল্লাহ! 
-সারজিস আলম",Positive,BANGLA
কোথায় সাদ্দাম ?,Negative,BANGLA
হাজারো ছাএের রক্তের দাগ লেগে আছে এদের হাতে,Negative,BANGLA
সন্ত্রাসী হেলমেট লীগ নিষিদ্ধ করা হোক,Negative,BANGLA
আদু কই,Negative,BANGLA
আদু ভাই ক‌ই,Negative,BANGLA
কাগজে বাঘ সেরা ছিলো,Negative,BANGLA
আওয়ামী লীগ কে নিষিদ্ধ করার দাবি জানাচ্ছি।,Negative,BANGLA
হবে নিশ্চয়ই হবে নিষিদ্ধ  শুধু সময়ের অপেক্ষা,Negative,BANGLA
ত্রীপিস  পরা যাদের সবাভ তারা আর কি বলবে😅,Negative,BANGLA
আদু ভাইয়েরা,Negative,BANGLA
আমগো গ্রামের মদন দার মত লাগে দেখতে ভুয়া নেতা,Negative,BANGLA
হই হই হই হই  ছাত্রলীগ গেলি কই,Negative,BANGLA
ছি ছি লীগ,Negative,BANGLA
ওরা এখন কদিন পর পর নতুন নতুন করে নানা আন্দোলন করতেছে,Negative,BANGLA
ছাএ জনতা বেঁচে থাকতে আওয়ামিলীগ কুওালীগ  রাস্তায় নামতে দেবো না,Negative,BANGLA
আদু ভাই কই,Negative,BANGLA
আওয়ামীলিগ ছাএলীগ মুক্ত বাংলাদেশ চাই,Negative,BANGLA
হৈহৈ রৈ রৈ পাএি নেতা সা্দ্দাম দোসর কুওালীগ গেলি কই,Negative,BANGLA
😂😂😂😂😂😂😂আমায় হাসালে সাদ্দাম 😂😂😂😂😂,Negative,BANGLA
যে অপকর্ম করছে ছাত্রলীগ তাদেরকে নিষিদ্ধ করা হোক,Negative,BANGLA
"এরা কোন লীগ না ভাই
তারা রাতের খাট লীগ",Negative,BANGLA
বাটপার সৈকতের পিছন দিয়ে কামান দিতে হবে,Negative,BANGLA
এখন তলে তলে সরযন্ত্র  করতেছে,Negative,BANGLA
সব রাজাকারের বাচ্চারা বাংলাদেশ ছাইড়া ভাগছে 😆,Negative,BANGLA
😂😂 সাদ্দাম তারা এখন পালিয়েছে  ইন্দুরের গর্তে বুবুর মতো 😂😂,Negative,BANGLA
দল ক্ষমতায় থাকলে রাস্তায় পুলিশ পটোকলে থেকে হেডাম দেখানো কে পুরুষ বলে না তারা যে কত বড় কাপুরষ তা বর্তমানে প্রমাণ হয়ে গেছে,Negative,BANGLA
সাদ্দাম হোসেন এখোন হ্যান্ডেল মারতাছে চিপায় গিয়ে😅😅,Negative,BANGLA
এখন কোথায় 😂,Negative,BANGLA
"ওর কথা বলার স্টাইল দেখলে, মেজাজ গরম হয়ে যেত 😡",Negative,BANGLA
সাদদাম  তুই কোথায় । একটু শাহবাগে আস।,Negative,BANGLA
ওরা আজ ঘৃণ্য ইতিহাস 🎉,Negative,BANGLA
ছাত্রলীগের কবর রচিত হয়েছে অলরেডি 😊,Negative,BANGLA
ঠিক,Positive,BANGLA
ওরা দুইজন বোরকা পরে  ইন্ডিয়া পালিয়ে গেছে 😁,Negative,BANGLA
গোলাম রাব্বানী কই,Negative,BANGLA
বোরখা পরা পাগলেরা এখন কোথায় দেখা দে নরাধম,Negative,BANGLA
"😂ছাত্রলীগ হেরে যাওয়া দল না। কখনো আনসার কখনো ডাকাত, গার্মেন্টস শ্রমিক হয়ে ফিরে আসবে😂😂😂😂",Negative,BANGLA
